,12/31/2009,1/29/2010,2/26/2010,3/31/2010,4/30/2010,5/31/2010,6/30/2010,7/30/2010,8/31/2010,9/30/2010,10/29/2010,11/30/2010,12/31/2010,1/31/2011,2/28/2011,3/31/2011,4/29/2011,5/31/2011,6/30/2011,7/29/2011,8/31/2011,9/30/2011,10/31/2011,11/30/2011,12/30/2011,1/31/2012,2/29/2012,3/30/2012,4/30/2012,5/31/2012,6/29/2012,7/31/2012,8/31/2012,9/28/2012,10/31/2012,11/30/2012,12/31/2012,1/31/2013,2/28/2013,3/29/2013,4/30/2013,5/31/2013,6/28/2013,7/31/2013,8/30/2013,9/30/2013,10/31/2013,11/29/2013,12/31/2013,1/31/2014,2/28/2014,3/31/2014,4/30/2014,5/30/2014,6/30/2014,7/31/2014,8/29/2014,9/30/2014,10/31/2014,11/28/2014,12/31/2014,1/30/2015,2/27/2015,3/31/2015,4/30/2015,5/29/2015,6/30/2015,7/31/2015,8/31/2015,9/30/2015,10/30/2015,11/30/2015,12/31/2015,1/29/2016,2/29/2016,3/31/2016,4/29/2016,5/31/2016,6/30/2016,7/29/2016,8/31/2016,9/30/2016,10/31/2016,11/30/2016,12/30/2016,1/31/2017,2/28/2017,3/31/2017,4/28/2017,5/31/2017,6/30/2017,7/31/2017,8/31/2017,9/29/2017,10/31/2017,11/30/2017,12/29/2017,1/31/2018,2/28/2018,3/30/2018,4/30/2018,5/31/2018
A,171.6959129,163.8388707,167.2396542,149.2560842,133.1898199,172.9699519,210.1825076,174.9354047,170.2950061,165.2673877,163.1960516,170.363242,171.5211023,161.3304441,155.3957803,146.9481929,140.3067343,133.9864962,139.8793404,134.0046558,180.0323283,215.5617505,193.9909531,214.3239716,196.0698458,180.464196,148.615359,137.8048005,151.4317515,144.7548574,144.6596479,151.7268491,159.6278782,137.5306305,117.776819,133.9970092,130.4660772,134.8400133,129.0169504,126.4486734,130.312519,130.3683711,155.7677979,140.7794859,139.0673124,131.9702401,135.1947266,134.280648,125.0123407,120.0813857,119.9022309,102.7972263,98.80406422,100.9824004,103.6367999,112.0867725,116.7198086,116.6297686,140.0182966,143.4631508,156.7545821,160.1829936,155.1187994,159.5249886,154.204794,150.4827238,155.2611203,161.3943559,167.0360757,176.2097776,187.7585655,187.1689339,188.920154,184.3308263,172.9584771,145.6156588,143.5516283,136.8922547,155.4728456,140.1677767,133.0891592,119.7373193,113.7592689,110.7723273,113.3521445,102.7959478,102.5444649,104.2277296,103.2840684,99.07238167,97.08961993,97.18960661,101.244929,94.83729935,82.73316418,81.26213072,77.73839491,74.0777413,78.64598933,89.40604206,86.89568084,92.7330894
AA,243.8531985,284.4598317,323.2938259,256.1855595,241.2850419,334.2656749,357.267619,292.2378353,327.3467495,302.7393994,265.5996958,276.1456633,229.824824,197.5241719,177.6732668,181.7720851,174.8382282,199.357906,224.8413015,218.438068,334.4903995,396.451692,344.3684164,397.340428,360.2822006,311.0736262,296.7209765,290.9439042,300.0448801,339.945151,361.3325765,354.8916034,353.9796147,330.4340839,328.4948025,320.3214918,343.0574094,315.4472555,304.9398821,320.8866189,325.9173879,322.8528364,362.9699121,337.5823046,324.2006262,334.3392084,294.4485646,280.6363794,252.8229125,252.1317107,232.5386979,222.8622258,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,184.6146023,168.0656351,152.7968245,144.6661316,145.2157169,152.0244928,139.9964605,127.8097499,150.5195578,149.2243463,168.0864182,174.5230749,168.4039248,200.4369886,133.9568603,163.2306016,136.4212958,162.9086958,184.054562,187.1770849,183.3502123,187.6636834,176.8664586,167.7645905,170.8464617,210.8916022,212.5329507,199.2743603,178.3181079,154.2437843,163.8006396,145.7669751,135.0735909,140.6505344,122.202396,122.4359594,133.7462699,134.199152,130.0442835,128.7049239,127.8422624,127.0865767,114.0981201,108.6957554,113.467631,98.81329571,93.47490053,94.685276,97.29983907,88.93343023,93.66697323,113.815982,107.9301471,115.3166947
AAP,,,,,,,,,,,194.532196,209.8681946,197.795105,188.2993011,179.4707947,182.5679016,184.3700104,191.8751068,196.3894958,178.2855988,248.3881989,270.808197,258.1373901,279.3395081,265.3049011,254.7601637,196.6816839,202.1725883,213.6237665,228.8623353,241.8349503,226.9718551,232.4958509,213.2108319,202.4478087,331.5743036,292.480109,265.4876052,271.4931175,271.9449248,277.3428849,272.1856597,290.8231549,264.7385503,250.531974,257.1303261,239.2159901,197.6125796,165.7709572,163.5552768,164.0353202,156.6494087,142.8224047,139.0104036,133.6190678,134.1680221,136.3290548,144.3906967,147.1033608,146.4736317,160.7647918,163.7041371,152.8758454,163.6873327,166.4454213,166.1348914,176.9664912,172.7603585,178.6304317,185.5249986,183.7157505,201.5566644,211.8659718,232.5303367,228.1249298,216.9258328,193.1505825,198.2870937,198.2558228,170.9750254,165.9722347,174.4134445,162.9089438,168.7073647,156.8996502,141.811712,130.4273844,127.2980229,122.7257513,120.2514783,119.3437963,113.0513704,127.6568369,125.7240072,119.8288442,113.5295808,106.097377,92.61881055,97.07273088,105.5278734,103.0753042,101.2767951
AAPL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62.74921729,74.41238826,67.83158121,75.0773558,81.05469469,80.18959408,74.11977708,64.38615153,72.04263076,66.96514241,54.18967597,55.46424987,59.62376463,61.34412009,60.33082331,58.551782,64.22382794,64.73229807,62.65994728,61.54784557,59.68215703,59.3242641,69.62538028,71.76525514,81.34122555,83.84243757,92.78984644,95.14645761,94.70914242,76.92382515,71.03114578,71.80350098,97.52489887,100.1886447,85.79152146,80.93057131,86.48106983,94.41513712,86.59467033,80.67381745,83.5264994,83.96602221,76.61152082,70.10537541,76.15199341,66.78347588,68.81359271,64.43575068,68.31497336,66.23433626,60.68367199,66.68762943,56.64779525,53.46089036,55.89447995,52.98289967,50.38235876,56.30910567,63.48923902,59.86732906,61.2270812
ABBNVX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,140.0605394,119.6188289,100.8645633,101.940599,103.7193104,89.97664039,103.0790569,98.84535784,100.9897062,102.0573549,101.663443,99.2593744,102.7560418,114.2115313,102.5362456,104.9619983,105.1854143,91.53635,97.92435239,91.95292572,93.3876026,85.06242641,80.38652079,81.15137328,78.45427125,80.4181474,77.99791526,76.48525742,85.49496204,87.96610454,91.77439518,94.1126771,93.10341394,85.14884612,94.34837506,94.07952828,100.6606413,113.3641229,116.8021999,129.7196403,129.5539076,123.2086442,119.5861811,119.5148258,125.7259961,126.9956127,112.8419724,103.4051404,113.0644238,118.3029342,107.9518413,98.13298398,95.84638887,93.16803528,90.44550296,88.64396774,85.21647549,81.39080181,85.11098696,84.31523759,77.23995912,72.56884072,70.95694747,75.33053136,76.34870461,72.88655417,66.29348504,64.84009378,57.24511915,64.86899723,78.84496913,74.26927444,74.14957001
ABBV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,91.9240623,92.83744012,92.92914144,91.13385087,92.58366473,110.6582776,89.35962851,90.79001115,97.10570529,80.7749191,77.0722189,61.92038726,70.01649135,65.46919384,65.10470079,59.48055521,66.54354882,80.05081058,79.52107425,80.93635377,97.97447321,91.8555497,104.2711037,102.7191859,107.859723,94.4360894,118.4301241,113.1853921,123.7174796,128.4312203,145.5147344,149.0173813,152.9009259,150.5561622,130.6826632,133.6529312,152.8503285,159.8366621,126.6222614,120.733094,138.148066,148.8820721,131.7078066,125.3841716,132.7236213,135.7067414,137.9390654,129.5653179,128.614281,122.5683278,120.9485335,117.6342667,118.8271534,105.7905335,95.00415715,109.2307313,90.86574195,92.01745609,96.87965886,87.65422015,81.9287186,98.7750462,115.9683797,117.1942095,119.7978239
ABC,132.0216985,99.62975814,105.2161332,108.3162622,104.520824,110.7335325,152.7350722,148.6486693,172.5969397,155.9711417,150.9149622,144.6088687,156.7867101,124.5608415,118.01244,123.2273239,124.5069279,120.4508962,113.9335348,109.5120211,132.1767019,155.1544984,158.293091,160.3715523,147.8749256,143.5371642,100.3543272,99.02756236,107.305082,117.7796816,118.327138,109.6619045,114.0503714,111.2389371,89.58558092,93.2333695,93.72202528,99.54264357,97.61450251,97.56102825,96.37835679,101.6601306,113.2791426,93.77455007,101.9890694,105.403441,103.3980408,100.6293627,94.27296978,82.42534524,73.67356766,76.67932868,67.13918218,64.58011151,69.77677472,68.41542519,73.18279808,79.73112394,82.92822017,85.78619542,96.40602839,103.0349791,98.85262824,105.9334786,96.98072785,108.1272271,124.4482937,128.3632556,135.271784,135.3009858,138.7709728,133.6875906,136.3956089,139.5295108,147.7790966,124.8549981,118.5165121,120.4609001,133.0858714,115.8082873,107.2953817,108.1905688,113.2142379,109.1879412,104.9149822,104.4135621,98.25027943,95.80423907,95.31179599,96.04068282,91.7331847,87.25470122,92.03128374,84.33617177,86.4261342,102.2570416,107.698884,102.1707878,114.0040646,125.1316287,125.508318,134.1422896
ABIBB,135.9870163,133.0507702,121.0913139,110.3993153,109.9058127,144.8679069,145.559302,125.9242883,142.0468899,129.4234896,119.4788179,114.6880007,111.8846275,106.2604573,96.63948841,108.5039815,98.79601043,106.5423347,111.5797682,90.46523663,120.8924345,140.9138646,117.6234424,151.1566188,143.1504652,132.9806413,110.1143723,111.2600426,114.410663,128.6703081,136.5052821,96.64925618,97.98905538,87.63539088,74.17607205,92.00931156,89.36497479,89.35993003,92.92469964,93.33537175,88.97576943,91.92256017,101.8811446,91.51806419,90.42974183,89.77814766,84.22685246,85.6894973,79.19531998,77.08524945,75.29800978,74.01576812,72.04640685,74.21747755,80.17232995,76.57008544,74.31625699,102.480223,103.2733089,102.1889611,101.0151574,104.5800338,98.05295996,104.3713419,99.61371386,106.2247659,113.8115098,115.2928127,120.0353805,147.2446993,150.0370074,131.0784551,131.4157363,153.6226217,149.0445461,124.3773976,115.3968512,126.8066627,130.3932789,123.2752705,119.2146691,117.7935518,117.5518456,116.2726951,106.9724304,109.66737,101.7306722,106.5431962,103.7973308,100.4694135,93.86149391,86.55078727,95.14753158,83.48027713,84.39438446,85.56469345,80.44623309,78.85278658,95.54160185,104.8774302,109.3817555,115.9511843
ABT,71.13811828,75.3217351,73.34772431,64.73807759,54.27613113,87.19050463,78.6683978,76.73134794,87.41752215,89.06549481,89.08657023,83.11936303,77.45243446,74.22743387,72.73146083,75.18722114,77.49246632,78.18944196,81.90003179,70.17204085,102.4417683,101.7122799,96.08417556,124.8091763,114.3321652,102.092677,78.12156194,81.48690949,91.48464504,102.9321518,102.1370613,79.65140181,82.6428644,77.90805872,65.19739789,88.48730278,90.2647186,95.62977394,100.4113625,100.3760128,98.96288437,100.1563787,109.9835148,97.60761801,100.57791,104.1350257,104.301941,100.2975797,91.49190283,93.80701734,83.59792315,86.37023645,85.49769969,82.57043846,83.6029319,85.72293263,87.35115808,95.00455476,105.5169827,110.806192,115.9395744,117.90884,110.9342747,88.8218371,91.03659813,95.46799414,114.8567057,114.9546347,126.377293,129.8937474,108.6666805,107.9884154,108.2870219,117.6785279,145.9830111,116.0035173,136.9932794,135.9856831,139.2346262,123.7546625,120.4695875,118.8791725,118.6874208,137.6439163,129.8877184,135.6041053,127.0843533,124.7164911,124.5832791,118.5815644,108.4064778,98.85160408,110.573489,97.6870965,92.4037785,97.8228272,89.8735968,79.78450984,87.75559575,101.2460595,94.3293855,100.9239997
ABX,136.5738168,155.981554,155.5910392,127.2253631,117.2289504,151.3913681,147.0384593,126.6859211,137.4459869,122.9289335,115.701431,113.7651072,101.549713,106.9821547,108.3057017,109.7529872,114.6596642,129.293391,133.4065394,118.9348299,164.7500126,214.8112554,141.7312213,191.8555453,174.2170048,166.0509975,140.2366688,164.7476518,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ABXCN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,166.5925393,189.925913,176.589688,179.8352129,187.7050392,181.685927,156.2103293,167.0635935,162.6884521,167.4538695,172.949343,180.1616804,227.1738617,251.8012377,371.7447814,349.1644497,298.7215525,306.1636022,278.1675605,255.5990586,264.4397378,257.9377537,220.6119089,218.6300764,202.3006996,217.9268578,188.1039758,182.9389383,176.0884461,226.8839134,249.4586255,244.8626043,259.2762903,264.6552475,233.2938718,258.1310085,243.6403008,237.7982319,247.4855885,359.3137197,372.5161223,365.4447551,343.1581923,432.5263329,523.3168627,549.5985039,420.759646,369.2692534,276.1158315,305.0391732,276.0513834,236.9588832,216.3095912,211.3431555,194.8564517,203.5779454,218.147382,183.5650427,153.6084433,158.5096621,148.1855494,145.0755023,140.3282248,132.5348019,136.8495266,145.4084132,128.7690457,137.5084285,134.0168113,119.7919454,130.6348273,151.9687867,150.5435113,159.4944757
ACT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,125.0126064,127.7432835,128.3146698,165.7228073,140.9970963,171.2942064,135.8265878,141.7982784,148.564308,140.7809295,123.2552644,91.59179554,134.7707481,132.912461,104.5788467,114.5212277,104.0397315,101.9301972,117.1940466,121.3278924,158.7518728,178.4672751,164.7511563,161.3549408,183.4416008,162.1687905,137.2906195,146.33632,150.1390382,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ADBE,,97.12791381,95.35314163,89.42920677,87.91612919,103.4363454,118.2973683,124.9496977,127.5689942,124.6809218,123.4838026,126.1005012,124.7241816,132.8481686,120.9209586,120.8764129,119.0190569,122.6855903,130.9880513,132.8023422,170.6715056,194.1936139,156.3493472,185.6893884,163.830026,153.5420485,136.5536208,141.0650902,146.6839465,164.3291247,155.651779,141.5121217,145.993527,151.6040378,130.3780891,137.638389,138.1032208,141.7287978,138.5498148,146.6508499,132.8450755,129.3814028,128.1541502,113.32308,116.3876385,119.8237161,113.9709704,113.7787338,109.9933422,102.4829474,108.9682007,88.90940094,82.29439545,92.51699829,92.11309814,90.46880341,92.60669708,92.70700073,99.26290131,98.73880005,108.6768951,112.6753001,113.9535553,101.2478586,99.73778519,106.0975485,118.7830673,122.873792,132.0587399,132.4180202,121.1748998,114.0406584,121.9709622,133.6257245,135.0310225,103.6250161,90.57823804,94.74164673,104.2205626,94.7898826,88.84975856,90.57869939,90.55084042,89.77460273,84.06905731,85.26077316,67.26583494,65.328117,62.17377469,55.75258595,52.8037508,48.93988433,53.52061629,50.69479198,48.15011527,42.67788055,40.73247253,34.83449197,43.27872481,50.28754998,47.13175496,48.87431581
ADI,144.219101,140.3887939,146.7354126,139.4450989,138.5525055,158.1517029,161.7910004,153.0110931,137.2731018,138.7369995,144.026001,157.9389038,174.0316925,179.0050964,152.5856934,124.1507257,81.22128545,91.01076104,93.86007623,97.18689301,116.5831409,136.0108143,86.38489176,86.64042776,85.6742462,95.3775519,79.76966048,81.60896027,81.91373076,81.73547326,79.68842733,20.93920194,23.57029589,22.61383883,24.23740624,24.87179181,27.65075545,46.03072001,55.94975823,51.80097247,48.89529924,65.90152088,74.25639689,88.41203836,94.7809841,97.19923874,93.92188904,96.20120271,96.36423622,98.02069385,97.05441971,94.38812168,96.88610179,99.44420514,104.5738136,82.85448771,86.01045468,90.03756305,88.84542334,89.96807558,108.9017985,108.8006886,91.14582335,91.42009172,110.1445999,118.7917938,125.7375946,130.0323944,139.7651978,143.6840973,131.4403076,129.0379028,157.7626321,173.28323,169.3649522,132.1980163,123.7795361,125.5831953,122.7610748,188.889275,167.775715,164.2022144,145.8107555,135.0011273,114.2056229,120.1527408,116.4447835,115.501169,112.56595,109.3311546,103.7268506,93.16268026,99.67164972,95.79788267,89.92409464,90.70125831,87.77280882,81.36180652,83.77551552,94.6749836,96.33758614,99.52703712
ADM,117.8346278,132.3680328,120.5338048,119.4124321,108.9620033,118.594439,119.2788307,123.1957993,137.4700391,130.0185152,134.221791,130.3011113,120.0837924,122.3970883,114.941599,112.980172,107.7361554,114.1037029,111.5861691,98.53650765,140.5913874,142.1110222,115.5795386,153.0073351,140.134473,141.1369694,119.361352,122.0735534,132.5579389,152.5558774,149.422177,145.4281826,139.7824908,134.1804416,109.3081493,132.5666177,135.922979,128.3249968,126.556218,127.8656404,127.5673254,131.3347237,143.9284932,124.4211665,122.7184652,126.324415,122.6391649,118.477647,108.5973812,109.7090317,104.9551577,102.1959923,93.46768169,91.98649395,95.1888805,91.81647702,94.78195127,102.325477,105.4591074,115.6197374,113.4371946,116.6949996,106.4228567,112.9154091,107.03789,115.27289,126.8693283,127.4031463,129.1787739,133.8595522,123.8753751,126.0041343,129.1788631,141.1196002,149.599996,133.1738786,130.5844757,132.1575831,136.3138461,129.576366,118.2764106,116.1463913,111.9503135,107.9042294,103.0782433,102.1221116,100.232286,109.6541064,102.8401327,105.9436752,103.9855124,102.1541047,103.2320327,102.4630316,97.83083646,97.85084067,95.16812846,90.62622635,100.9152639,107.9200656,106.9170961,105.1403534
ADNA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,221.9335843,235.1052869,233.9702442,232.4969024,227.1952852,220.7599837,208.8692135,191.4218027,185.2981056,181.2247667,183.9151981,179.8365177,178.8077833,185.4653919,187.4185045,185.9384598,184.4468483,180.2889373,173.7384759,168.2789601,175.2865448,179.2034291,189.9256703
ADP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,87.84682876,70.95895463,62.15100148,68.54060475,81.40910839,75.18283877,60.42381328,50.34318943,52.88902256,62.08531331,57.02203236,50.43321054,57.00825609,51.90533564,58.963694,58.27426099,54.56535933,47.3231015,45.07635766,45.61141792,48.97190793,42.8004182,39.30765582,52.56166027,46.48986342,42.04803761,41.56028087,35.48077796,27.41999882,38.98547471,47.60723352,38.30717247,40.16149968
ADSK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,149.5161066,153.8531021,154.4622319,155.7420004,151.4998847,150.800672,172.8887364,155.8632571,150.4045162,154.3371676,144.4294515,146.0369271,142.5323092,116.0640861,113.8412077,101.8757155,101.7863109,99.349226,99.98377268,97.15773485,100.0331997,100.9170108,105.041687,108.5390444,124.4748725,126.8957087,123.6784127,120.5740416,119.2565725,124.3974655,153.0773945,159.2601368,168.3446737,163.6087046,157.5676614,170.5603921,170.6393646,201.5263058,206.0058565,187.4673156,176.9363881,167.638222,178.1833367,163.9637464,152.6388771,152.8217946,135.5020882,135.2507949,137.5674566,137.3722125,124.3026022,121.4627418,116.8043128,112.8148149,114.6092364,109.67951,112.7657321,102.9560418,92.55932525,97.98169182,99.98983144,89.59068381,93.00229458,101.4645245,100.9067245,105.7870193
ADT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,171.2982401,198.007886,220.6154439,190.1721392,196.756107,187.0514293,185.8214745,190.8103407,223.6710168,326.6214953,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AEE,202.8121732,202.7046067,198.4539481,186.7308088,180.5363263,224.5120231,230.701188,227.1798483,238.6353872,260.2204665,247.3976047,244.5772164,223.6652579,217.5077687,196.3381704,202.3925141,195.309902,167.4255942,172.4295236,167.2153666,188.2522471,199.4677721,185.3743624,195.289148,199.0060744,199.2296115,185.0420672,170.7578368,175.0728307,190.1209311,186.9771295,182.483584,143.2726398,129.057103,117.5458842,124.0814643,124.2216457,122.8633695,111.7039374,113.673851,109.8514584,102.4734954,117.074071,103.2117538,109.5062206,111.7365136,106.7330155,98.60668685,90.78712524,92.79208973,94.86059439,91.88519413,83.21633228,87.88928444,91.51764802,89.83911428,84.47041935,90.89164711,90.61407795,99.14513268,91.25747394,94.80045809,91.67640718,101.678289,102.82179,111.137971,116.0154363,125.7342063,128.8061021,128.7682132,126.9984348,122.3498064,127.1111405,129.1205946,131.1140325,120.3210181,114.9939367,105.683959,119.3271726,116.9994359,114.1943647,114.8052288,106.729842,104.273926,100.8863036,102.1688951,99.23240843,102.6772912,97.40012782,98.46584993,93.92629272,89.43378959,90.75822554,87.98849729,80.17874334,81.05024015,79.62001918,74.6270332,78.61218877,92.25933629,91.27354584,96.20739474
AEP,160.6489934,155.3186711,156.2617354,142.0232475,137.5369783,154.3463567,164.2882733,166.8412703,177.8834367,176.3864861,175.7086982,174.2420564,155.2759641,145.5290735,138.4727291,141.4214203,144.5485744,151.6929834,154.9275997,146.5648104,177.7072108,197.7939046,177.1181167,183.3022559,182.7975138,180.2277706,163.6304892,164.05915,175.6544925,190.3166533,191.9938769,180.6567993,183.9844822,170.3641309,159.305251,164.183136,154.5769098,151.3913881,145.4463985,148.3039524,143.1369632,141.1734842,160.6616043,151.2093026,154.2569465,161.1307117,155.2559115,148.7784674,134.8836062,130.7077242,123.1024293,118.7655021,108.9175425,107.2325081,105.9316882,103.3874925,102.2044784,111.0513193,116.2211842,126.6340732,123.6318871,125.4941985,116.0033142,126.4306171,123.3835838,135.0410425,148.5190794,152.0007236,160.2423026,168.5773438,162.6753679,163.3869748,168.4804787,179.6700007,187.8757474,180.409421,173.7033609,162.6122242,177.4772635,168.0027814,163.210937,160.0164469,149.3789595,134.294391,131.3678359,125.5908842,123.2138445,117.7130248,116.7182992,114.2720294,110.9114742,101.0844021,105.4035833,96.98345291,90.09728112,87.91672167,85.66087467,80.61794592,84.9481861,101.4785909,99.90817226,104.444886
AES,,,,,,,,,,,,,,,,,,,,,,,,101.9170074,102.8423996,97.86260223,94.70709991,86.41939545,85.07540131,87.92520142,88.40589905,77.74559784,65.61209869,62.24750137,,,,,,,,,,,,107.7901001,114.5053024,88.04229736,80.21640015,81.98009491,85.93080139,81.8227005,87.12059784,85.69229889,92.71630096,86.65830231,56.96360016,68.79820251,70.21420288,73.79270172,83.4631958,80.79869843,79.82450104,81.12860107,81.71730042,84.47190094,89.709198,94.11129761,113.3932953,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,125.07013,123.3333487,140.6317842
AGCO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,253.3114014,254.4298859,241.6899872,235.4523926,217.0970001,220.4183044,220.9403076,218.2207031,207.4420013,186.4145966,169.0908966,170.2008057,154.1363068,163.922699,170.6920013,182.4768982,185.6788025,188.7189026,176.0588074,182.3724976,178.9819946,186.7675018,190.6235046,203.151886,214.1334076,216.8772888,213.5426025,215.763092,231.8058929,253.3286133,258.9854126,239.6483002,267.2748108,271.4122925,329.1552124,310.5733032,262.0921021,257.8382874,236.7440033,235.8045044,266.3253174,222.7430115,197.8845062,,,,,,,,,,,,,,,
AGL,169.2354451,162.1755897,165.4310074,157.1599949,158.3076109,184.2481238,212.8128182,210.5561845,229.4163213,215.923143,204.2455227,196.6295423,184.2536488,162.4838614,161.9501173,156.3448977,151.6239942,154.8416588,160.0007121,150.5776847,176.5908479,206.0132733,183.1004096,187.3595094,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AGN,148.6145935,98.04530334,103.9183044,93.94140625,94.61910248,97.53610229,75.74230194,76.7963028,89.07319641,75.75874875,65.20572573,61.82496211,63.84657741,65.79999232,75.88862604,79.10401364,84.98271206,87.09757562,84.24825924,76.96306407,96.70806892,106.8823595,107.2319372,126.4099365,125.978403,115.2479945,82.27226083,73.78753749,78.00955974,89.00749786,89.85952098,80.92407413,84.65632835,82.02427304,73.98696096,89.57334601,81.14150962,82.14121779,82.89397827,75.82652226,75.20253312,80.07384294,87.6518483,87.21733171,91.12193097,96.30790076,86.06536161,87.26434693,89.83324366,91.00549742,60.65080891,63.49308244,127.7196256,137.6917799,148.0294599,126.9793049,126.3495968,129.7280692,167.7398106,132.7154903,136.0212047,137.9424576,127.8321549,,,,161.5280454,178.7880146,193.2606003,197.3689911,173.5256152,140.1429517,151.3954305,164.058178,167.9473514,147.7280348,160.3146455,169.7701706,172.5859939,145.4045161,141.0644009,139.1160825,141.1179576,136.4427443,135.4325765,133.4503812,124.8892984,130.9639941,128.5024748,113.9227102,103.8514716,94.47056722,107.5674881,94.83496378,103.897266,115.2574674,109.373258,98.63996475,112.419443,136.3578516,145.5782455,143.1001786
AGR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,187.0672913,187.9441071,188.0491943,188.8591003,190.9376068,191.3943939,195.7386017,194.1972046,195.371109,102.123497,120.1012039,112.3142014,80.65944444,83.77935931,77.8361325,81.66970788,81.69277619,82.07076476,85.09943432
AGU,193.7784004,178.1530903,176.9609753,164.3164773,145.5925528,180.1267264,182.9611864,176.5676875,210.2284894,207.4615167,206.5275762,202.0411128,159.8330642,145.2773572,146.3191248,150.8764453,145.1953304,156.3757363,162.4801563,146.5025307,188.3500754,209.0010118,194.032873,216.5075949,204.9824495,199.8896568,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AGUCN,,,,,,,,,,,,,,,,,,,,,,,,,,,186.392258,207.6640437,207.1327196,221.2655504,216.4628316,198.7461364,199.3989504,178.8182863,162.1718808,185.7433982,185.9524542,187.8390807,205.7223853,215.6620337,188.8621969,174.6715284,187.2537094,182.4284845,183.5704081,192.8493674,173.9954447,173.5736962,154.5447143,162.2684476,154.0783089,142.3457029,140.0573922,142.337163,134.7354736,135.386421,136.8463679,143.8191923,159.1944319,176.1610939,185.4593485,174.6690411,161.6223398,170.3666281,170.8557279,176.8420385,189.0673089,194.1838474,206.47693,213.2988931,216.5392817,228.1687093,239.2331842,292.8048594,315.0758373,255.1834493,212.6839226,222.3540178,221.2445423,202.9789643,192.9574099,188.2005752,179.3895258,179.7265091,169.3843337,164.7220244,157.4511455,153.5469268,150.9230544,146.6220803,138.1377334,135.1702411,138.9014439,131.2276525,120.206609,119.2233205,120.2039277,116.5639112,124.2840935,139.1562797,,
AHNA,,,,,,,,188.9291992,223.993988,215.2952881,217.9595032,217.2631073,183.5633087,190.4822998,193.4613953,191.1182098,187.6459961,199.1382904,191.4649048,186.7241058,233.0496979,239.3714905,203.2304993,199.7153015,196.9557037,222.9593964,219.8791046,214.2164001,235.9404144,251.0749054,258.8885193,272.6607971,251.7697144,244.1468964,229.1630096,234.8251038,208.2839966,201.9922028,194.8825073,193.3334045,186.8495026,180.3623962,181.4541016,187.8383942,186.1912994,200.4437866,195.6153107,188.1109009,176.346405,165.2144012,170.9272919,171.0082092,170.370697,163.2429962,158.8063049,161.3419952,171.7666016,174.3350067,173.8946991,191.0625,203.2174072,200.5466919,193.4085999,189.4866028,182.1452942,196.1586914,213.4865112,224.569397,229.3256073,230.6113892,250.1539917,235.3612976,241.9086914,250.9936066,250.1302948,234.904007,204.8809967,207.3157959,214.8399048,,,,,,,,,,,,,,,,,,,,,,,
AHOLD,176.2853088,195.4855042,187.3715973,166.7886047,165.0625916,195.2047882,190.9795074,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AHSCRP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,109.4637985,113.0398026,110.8311081,108.6315994,118.3756943,110.1040955,99.83930206,113.1257019,115.0200043,119.0550003
